"id","score"
"1209417544492310528","2507"
"1205100602025545730","1156"
"1207355923573989376","930"
"1203660493459734528","787"
"1206011174937956354","719"
"1203713873850896389","649"
"1207508280207011841","613"
"1201869671575826433","444"
"1211474476363329537","414"
"1207646162813100033","404"
"1209118729327525891","398"
"1208441284215615488","373"
"1207654525215150081","314"
"1204991626705350657","289"
"1178989254309011456","273"
"1211768790704435201","256"
"1203838162532884482","233"
"1204993711647670274","219"
"1207277859519238154","200"
"1208745594153586688","161"
"1205252419959042048","160"
"1201674361037447170","158"
"1207684513813254144","155"
"1203861201790259200","149"
"1211476349745090561","142"
"1207715217074995200","136"
"1211438363720536064","135"
"1203313380532068352","121"
"1208463950960091138","119"
"1207686318278488072","114"
"1204194224545173504","113"
"1205241494518583298","113"
"1206346426508140544","112"
"1208122516302110721","111"
"1203617350676885504","110"
"1207827960281157633","104"
"1208220525954314240","104"
"1202606947494748163","100"
"1206012885052379136","98"
"1210959863733530625","98"
"1209952364502933504","95"
"1207997903240912898","94"
"1211437536431751170","92"
"1205020862061002752","92"
"1201641730350600192","90"
"1208137095270862848","85"
"1201879633714655235","84"
"1201165109210632192","82"
"1211781268922359810","80"
"1203075203020021761","79"
"1205211276005101568","78"
"1201931781810688000","78"
"1203096385425268736","77"
"1202347800039542784","77"
"1200239735438008320","77"
"1210634172848623618","74"
"1203709389405855744","74"
"1205648124989100033","72"
"1202105491251437569","71"
"1208248471200899072","70"
"1210471928877715456","69"
"1206019123982954500","67"
"1203801822428876800","67"
"1204058296749117440","66"
"1202334570651299840","65"
"1205101608058540033","64"
"1207631675015999489","64"
"1206470029627346946","63"
"1204338242943881218","63"
"1206829881436192768","62"
"1209812664601522178","62"
"1207028067849396224","61"
"1204846157215797250","61"
"1204933135059673088","59"
"1207858064591851520","58"
"1201140183695056901","58"
"1206618375256002562","57"
"1206650197478137856","57"
"1207694073634705414","55"
"1210495944892002305","54"
"1203206132916994048","54"
"1209394434992955392","53"
"1206362787796148225","53"
"1201758385126989825","52"
"1208649413922639872","52"
"1207475098346590208","51"
"1208873492025925632","51"
"1205596177518870533","50"
"1207942451261923328","50"
"1201628638325682176","49"
"1204838304031657984","49"
"1210217025974525952","48"
"1208247467818594305","47"
"1204399972269088770","47"
"1208338920821460992","47"
"1202128410639814656","46"
"1207116541415886850","45"
"1208471806815997953","45"
"1202344441924571136","45"
"1203105558926102529","44"
"1202538610093936640","44"
"1201510338484682753","43"
"1205985190260199424","43"
"1207842238623080448","43"
"1205170858588856324","43"
"1202549783182946306","43"
"1206663445791174656","43"
