"id","score"
"25073877","27"
"1188662498540417024","15"
"398306220","13"
"66019768","12"
"1178481840820109312","12"
"1058446060467769345","8"
"1237556629","7"
"927649905212055552","7"
"1075135057285779456","7"
"783214","6"
"851234845556486144","6"
"120835612","5"
"905588655015768064","5"
"14780915","5"
"813286","5"
"153391612","5"
"1362673489","4"
"402900007","4"
"1274278093","4"
"2214652482","4"
"1204214788680822785","4"
"1080924673758527489","4"
"270839361","4"
"197455385","4"
"939091","4"
"620571475","3"
"284152016","3"
"916760032729096193","3"
"1204125187291123713","3"
"14096763","3"
"80820758","3"
"16581604","3"
"1165607204889792512","3"
"3304113046","3"
"3199062275","3"
"178690996","3"
"1209311516257931266","3"
"962188127929602048","3"
"256083436","3"
"310072711","3"
"1009577803304656896","3"
"13615722","3"
"1050626888522059776","3"
"565420282","2"
"359960990","2"
"265705962","2"
"1211869035006029825","2"
"76862633","2"
"32740920","2"
"68752979","2"
"21196982","1"
"338955445","1"
"118756393","1"
"35530645","1"
"3018165370","1"
"350411337","1"
"820354372827758592","1"
"34409159","1"
"314662792","1"
"1263653467","1"
"961445378","1"
"1279863721","1"
"102728963","1"
"1164257084","1"
"2826347165","1"
"1117786405","1"
"243771480","1"
"91095561","1"
"1006419421244678144","1"
"117777690","1"
"1621469036","1"
"21107582","1"
"20479813","1"
"1129125347847561216","1"
"3368175538","1"
"149991703","1"
"99620272","1"
