"id","score"
"25073877","6250"
"99620272","2511"
"77596200","1349"
"139823781","912"
"249235406","840"
"872683897","756"
"344143552","652"
"2315698776","611"
"1900027512","569"
"312061934","527"
"939091","454"
"221412285","441"
"39538010","427"
"250160119","397"
"62513246","365"
"38142665","357"
"934281246435405824","350"
"59325073","333"
"812135885328236551","314"
"1187330941","305"
"44196397","290"
"944864788336824321","259"
"53064246","219"
"22194330","213"
"605750552","177"
"497665754","177"
"216299334","170"
"398306220","167"
"177403095","165"
"4187275698","160"
"19725644","158"
"1116572973798834176","158"
"33274340","149"
"10228272","140"
"313038011","139"
"767960339547774976","134"
"71061262","133"
"214201922","129"
"216776631","128"
"4017904349","126"
"118279172","123"
"13615722","123"
"732817452569141248","122"
"43139414","122"
"881796060796129282","121"
"1005173450095222784","120"
"28420827","120"
"783214","115"
"32117870","113"
"2260704146","113"
"1339835893","113"
"164425558","113"
"410264375","110"
"558831245","110"
"15416505","110"
"770781940341288960","107"
"83445431","101"
"18953259","100"
"424893128","98"
"117777690","96"
"21439144","94"
"15494380","93"
"122556667","92"
"1095144089815781376","90"
"41317178","87"
"17364412","86"
"3160260601","84"
"17962204","84"
"897204704060616705","84"
"20536157","82"
"365956744","77"
"64526215","75"
"57441414","75"
"2455740283","75"
"43585581","74"
"4893839920","74"
"1693633363","72"
"18643437","72"
"133663801","71"
"26548315","70"
"859297966581891072","69"
"604988212","68"
"1117931702","68"
"234966034","67"
"67278158","66"
"372372537","64"
"36528126","63"
"988410630406397952","62"
"291774022","62"
"2804426412","61"
"1074343535950860288","61"
"167042901","60"
"44215023","60"
"1064318959904800768","60"
"1186704246533771269","60"
"17128975","60"
"3131144855","60"
"1106287047117922305","59"
"790136510","59"
"19697415","59"
"350411337","58"
"15012486","57"
"19739126","57"
"635833515","57"
"23359769","57"
"19040580","57"
"2800581040","56"
"1234227716","55"
"2349536690","55"
"31159552","53"
"759251","52"
"281201274","52"
"16365707","50"
"2557521","50"
"34867057","49"
"6351572","48"
"15448383","47"
"3195766676","47"
"738080573365702657","47"
"46395264","47"
"27938325","47"
"1072602784212627456","47"
"818876014390603776","45"
"1652541","45"
"1500129642","45"
"1640929196","45"
"1199408861817581571","45"
"432895323","45"
"61830970","45"
"56562803","44"
"3670247117","44"
"160926944","44"
"25982919","44"
"18839785","44"
"552523769","44"
"69183155","44"
"14293310","44"
"129842597","44"
"2539121931","43"
"3139477784","43"
"17525171","43"
"2955315479","43"
"157404816","43"
"57885560","42"
"2467791","42"
"1057366758393372672","42"
"1248281438","41"
"1249982359","41"
"545063744","41"
"4664264112","40"
"105119490","40"
"96877126","40"
"718704659762966528","40"
"462547669","40"
"1038343446325612544","40"
"945418498947371008","40"
"510464011","40"
"14128609","40"
"427579651","39"
"1181293484520685568","39"
"20402945","39"
"17006157","39"
"1116819218261999622","39"
"1016008321","39"
"832978972602429440","39"
"3135824991","38"
"2233154425","38"
"243771480","38"
"357606935","38"
"1917731","38"
"975843959586086918","37"
"218975278","37"
"887464646","37"
"17874544","37"
"1075553142","36"
"25808897","36"
"865777701671415808","36"
"95023423","36"
"331376866","36"
"42782290","36"
"19637934","36"
"139162440","36"
"3065618342","35"
"15938350","35"
"233343317","35"
"22940219","35"
"83844260","35"
"1108472017144201216","35"
"145643610","35"
"759081003168112640","34"
"121640063","34"
"8197942","34"
"284089166","34"
"716967190793039872","34"
"186801139","34"
"1006419421244678144","34"
"29231654","33"
"361362115","33"
"1088963807463047168","33"
"16973333","33"
"1957798104","33"
