"id","score"
"1214197038063243266","262"
"1213689342272659456","220"
"1212924762827046918","191"
"1212622645214273536","173"
"1214125856718643200","94"
"1213919480574812160","73"
"1158139135003115521","69"
"1212327748515090432","66"
"1211474476363329537","64"
"1212730274682941440","62"
"1212929895803822081","50"
"1213436917015969792","49"
"1212824584354971648","47"
"1213450394002755585","47"
"1213593975732527112","46"
"1213585005986959361","42"
"1213078681750573056","41"
"1212376286879981569","39"
"1213258585603543042","38"
"1213874968418643969","38"
"1213251325112139776","36"
"1213939732452954112","35"
"1213204402191978501","34"
"1212801531839483904","33"
"1212399720808599559","33"
"1213474475250987009","31"
"1212925226029178880","30"
"1213684819537932293","29"
"1212530565997617152","28"
"1213593965838163968","28"
"1213271684943425536","28"
"1212577963683790848","28"
"1213009152093696005","27"
"1212184310389850119","27"
"1213509068670799875","27"
"1214043509247877120","27"
"1214230768278478848","27"
"1212373021194936320","26"
"1212410991415181312","26"
"1213566863537520640","26"
"1214182164104921090","26"
"141604554855825408","25"
"1213155767089582082","25"
"1213289349942370304","24"
"1212407234942111744","24"
"1213076568249110529","24"
"1212432365525622784","24"
"1212905702861217794","24"
"1212551423361200128","23"
"1213382530558242817","23"
"1212759893548994561","22"
"1212994154952835079","21"
"1213854980446117888","20"
"1212232846158508032","20"
"1213316570606428160","20"
"1213577320725798912","20"
"1212938808360099840","19"
"1213063708043366400","19"
"1212134143045320706","19"
"1214078430402101254","19"
"1212815954545168384","18"
"1213226648600010753","18"
"1213678302113812480","18"
"1212938361943601159","18"
"1211781268922359810","18"
"1213682193077350400","17"
"1212579938303455232","17"
"1212734794762784768","17"
"1212505709910413312","16"
"1213620051770671104","16"
"1213492981044523008","16"
"1213831451491340288","16"
"1212414616598220801","16"
"1212951889060470788","16"
"1213201192647614475","16"
"1212946318949142528","16"
"1212946202280579073","15"
"1214106368816435200","15"
"1212980401351876614","15"
"1214194843246829569","15"
"1213742707681529856","14"
"1212935527143497728","14"
"373743492151136256","14"
"1214003028543647744","14"
"1213674382356369410","14"
"1213084631530196992","13"
"1212208286994485248","13"
"1212342188857810944","13"
"1214193106423369728","13"
"1213271287751049216","13"
"1212321822122881024","13"
"1076600316286590976","13"
"1212953537845567489","13"
"1213888086339391490","13"
"1213561696502968321","13"
"1213315191338938368","12"
"1212544328595316736","12"
"1212092193176985601","12"
"1212546025963081728","12"
"1211687097293258753","12"
"1214216774415192065","11"
"1213149809378578432","11"
"1214149044311920640","11"
"1212113529962221569","11"
"1213149806488694786","11"
"1214179198056697856","11"
"1213123284574728192","11"
"1212158350265344000","11"
"1213051766142427136","11"
"1212184320229687296","11"
"1213096351296299017","11"
"1213589609290051584","11"
"1213558543565164546","11"
"1213284932002467840","11"
"1213438885956608000","10"
"1212478427166588928","10"
"1211751503301611522","10"
"1212153964206198789","10"
"1212067884505194497","10"
"1212151064197238784","10"
"1212734798365626369","10"
"1212143841190567936","10"
"1213288091894603777","10"
"1213238676571987968","10"
"1213281308551417856","10"
"1212106679086669824","10"
"1212112294643023872","10"
"1213119001414553600","10"
"1212976832544460801","10"
"1213526982224302080","10"
"1212994578963259392","10"
"1212066600771366918","9"
"1212730849243910144","9"
"1211669444243546113","9"
"1213622019566243845","9"
"1213084018272542720","9"
"1213611429540114432","9"
"1212565864584765440","9"
"1213989626416898048","9"
"1212974799951142913","9"
"1213061376152870913","9"
"1212472146900979712","9"
"1213080956489342977","9"
"1208313668502458370","9"
"1212557093955416064","9"
"1213198176498397190","9"
"1213205834555150337","9"
"1213808170252087297","9"
"1214001651260043265","9"
"1204808284433264642","9"
