"id","score"
"1210500554893320194","2"
"1210718843556917248","2"
"1210747373929975810","2"
"1210730492414181377","2"
"1210168044376526848","1"
"1210183406904074240","1"
"1210334699941441536","1"
"1210495944892002305","1"
"1210686890002800640","1"
"1210388132836892673","1"
"945286745150623745","1"
"1210568154658803713","1"
"1210750161174941696","1"
"1210779547743842309","1"
"1210343292543651840","1"
"1210756296481226754","1"
"1210552438966628352","1"
"1210285081828503552","1"
"1210350571452022784","1"
"1210351400313638914","1"
"1210081623993135105","1"
"1210467542583726080","1"
