"id","score"
"25073877","1363"
"314821863","173"
"27460453","132"
"16973333","96"
"847372542830444544","94"
"350411337","78"
"1075135057285779456","64"
"26020465","62"
"3437747915","50"
"1101253481892069382","47"
"398306220","47"
"872683897","41"
"1061587796","39"
"16672159","38"
"17590516","38"
"18809812","38"
"748259155849416706","35"
"347627434","34"
"27966935","34"
"202416362","33"
"1178481840820109312","33"
"216299334","32"
"1404590618","32"
"3310328672","32"
"783214","31"
"64087805","30"
"961445378","28"
"4872480473","28"
"32397387","27"
"68977380","27"
"325716763","27"
"742451244028039168","27"
"66019768","26"
"42883885","26"
"1130282532249976832","25"
"29442313","24"
"927649905212055552","24"
"19063323","24"
"125481462","24"
"1540951016","24"
"1193987172921159682","23"
"822215673812119553","23"
"216776631","23"
"355989081","22"
"50158116","22"
"1005185803172106241","21"
"20479813","21"
"1501434991","21"
"13615722","21"
"123955962","21"
"1048886589500416000","20"
"2214652482","20"
"104683173","20"
"1038748858241581056","20"
"56562803","19"
"18643437","19"
"1152568187097100288","19"
"59325073","18"
"200978522","18"
"939091","18"
"45646060","18"
"16953393","18"
"16581604","18"
"245441097","18"
"43775786","17"
"44196397","17"
"46233559","17"
"2688147427","16"
"1188662498540417024","16"
"357606935","16"
"226222147","16"
"1108050829393707008","16"
"47813521","15"
"584640871","15"
"58677701","15"
"1080924673758527489","15"
"762932101","14"
"189305014","14"
"29873662","14"
"1158089862441865216","14"
"24113137","14"
"1209311516257931266","13"
"940499085886480384","13"
"429227921","13"
"22203756","13"
"153391612","13"
"34116377","13"
"2523637615","13"
"872148729184362497","13"
"3993823036","13"
"3135376102","13"
"1163588409450872832","13"
"234878051","13"
"25365536","13"
"251189552","12"
"80820758","12"
"1237556629","12"
"611901367","12"
"1069057034467885061","12"
"18567018","12"
"14293310","12"
"4081106480","11"
"1189218272778080261","11"
"1058446060467769345","11"
"61283362","11"
"118756393","11"
"1046084008742801408","11"
"1167670621402099712","11"
"128372940","11"
"1165607204889792512","11"
"270839361","11"
"279136688","11"
"134646048","11"
"755057897583804416","11"
"506772138","11"
"16133363","11"
"1010845158638804994","11"
"120835612","10"
"1154429206555701248","10"
"3121367941","10"
"569832889","10"
"1008570836314357760","10"
"1187330941","10"
"108867102","10"
"21829509","10"
"40444023","10"
"242967720","10"
"117777690","10"
"813286","10"
"120069863","10"
"512701026","10"
"1193085566184804357","10"
"41438875","9"
"826288847562559488","9"
"199884451","9"
"32740920","9"
"2466664170","9"
"1009577803304656896","9"
"590120366","9"
"1072745825246302208","9"
"265705962","9"
"261749735","9"
"607500186","9"
"1054562384675713024","9"
"1085379532196966400","9"
"4749628441","9"
"20822664","9"
